Description A,Judge A,Description B,Judge B,Answer,Chapter,Book,Version
Neural activity recorded in the motor cortex is decoded into command signals that control the stimulation of various muscles.,True,Neural activity recorded in the somatosensory cortex is decoded into command signals that control the stimulation of various muscles.,False,Description A,295,PrincipleNeuralScience,1.0
Electrical microstimulation can also be used to provide somatosensory feedback during BMI control.,True,Chemical microstimulation can also be used to provide somatosensory feedback during BMI control.,False,Description A,295,PrincipleNeuralScience,1.0
Surrogate somatosensory information was delivered via electrical microstimulation to a person with compromised sensory afferents.,True,Surrogate somatosensory information was delivered via auditory stimulation to a person with compromised sensory afferents.,False,Description A,295,PrincipleNeuralScience,1.0
One key benefit of BMIs for basic science is that they simplify the brain's input and output interface without simplifying brain complexities.,True,One key benefit of BMIs for basic science is that they complicate the brain's input and output interface and simplify brain complexities.,False,Description A,295,PrincipleNeuralScience,1.0
Nonhuman primates learned to use differences in stimulation feedback to distinguish rewarded targets.,True,Nonhuman primates learned to use differences in stimulation feedback to distinguish sound patterns.,False,Description A,295,PrincipleNeuralScience,1.0
The BMI mapping defines which population activity patterns will allow the subject to successfully move the BMI-directed cursor to visual targets.,True,The BMI mapping defines which population activity patterns will allow the subject to successfully communicate through speech.,False,Description A,295,PrincipleNeuralScience,1.0
Studies using BMI can help elucidate neural mechanisms underlying sensorimotor control.,True,Studies using BMI primarily focus on elucidating neural mechanisms underlying emotional control.,False,Description A,295,PrincipleNeuralScience,1.0
"Locomotor networks in the spinal cord, known as central pattern generators (CPGs), generate precise timing and patterning of locomotion.",True,"Locomotor networks in the spinal cord, known as central pattern generators (CPGs), generate random timing and patterning of locomotion.",False,Description A,296,PrincipleNeuralScience,1.0
Cortical activity from the motor cortex is involved in the planning and execution of visually guided locomotion.,True,Cortical activity from the auditory cortex is involved in the planning and execution of visually guided locomotion.,False,Description A,296,PrincipleNeuralScience,1.0
Feedback information from cutaneous and proprioceptive inputs helps regulate stride length and propulsion force during locomotion.,True,Feedback information from cutaneous and proprioceptive inputs helps regulate sound perception and auditory signals during locomotion.,False,Description A,296,PrincipleNeuralScience,1.0
"The mesencephalic locomotor region (MLR) projects to neurons in the medial reticular formation (MRF), which in turn project to the spinal cord to initiate locomotion.",True,The mesencephalic locomotor region (MLR) projects directly to the spinal cord to initiate locomotion without involving the medial reticular formation (MRF).,False,Description A,296,PrincipleNeuralScience,1.0
The cerebellum contributes to the coordination of locomotor activity and the selection of locomotor patterns.,True,The cerebellum contributes exclusively to the initiation of locomotion and has no role in coordination.,False,Description A,296,PrincipleNeuralScience,1.0
Studies of locomotion often involve chronic electromyographic (EMG) recordings of limb muscles combined with video recordings of movement.,True,Studies of locomotion often involve chronic electromyographic (EMG) recordings of cerebral activity combined with video recordings of movement.,False,Description A,296,PrincipleNeuralScience,1.0
"Genetic techniques are used to modify afferent input to the spinal cord in locomotion studies, enabling precise experimental control.",True,"Genetic techniques are used exclusively to modify brain stem activity, with no effect on spinal cord afferent input in locomotion studies.",False,Description A,296,PrincipleNeuralScience,1.0
Locomotion requires coordinated activation of muscle groups within a rhythmic cycle.,True,Locomotion requires uncoordinated activation of muscle groups within a rhythmic cycle.,False,Description A,296,PrincipleNeuralScience,1.0
Acute spinal preparations use drugs to chemically induce locomotion by stimulating spinal locomotor circuits.,True,Acute spinal preparations use electrical stimulation of cerebral neurons to chemically induce locomotion.,False,Description A,296,PrincipleNeuralScience,1.0
Intact preparations are used to study locomotion during walking over ground or on a motorized treadmill.,True,Intact preparations are used exclusively to study swimming locomotion and not over-ground locomotion.,False,Description A,296,PrincipleNeuralScience,1.0
Experiments using models like lamprey and tadpole have provided insights into neuronal circuits for swimming locomotion.,True,Experiments using models like lamprey and tadpole have provided insights exclusively into over-ground locomotion.,False,Description A,296,PrincipleNeuralScience,1.0
Decerebrate preparations disconnect higher brain centers from locomotor-initiating regions in the brain stem and spinal cord.,True,Decerebrate preparations enhance synchronization between higher brain centers and spinal locomotor circuits.,False,Description A,296,PrincipleNeuralScience,1.0
Chronic spinal preparations focus on improving locomotor capability after spinal cord injury using drug treatments and training.,True,Chronic spinal preparations focus on reducing locomotor capability after spinal cord injury using drug treatments and training.,False,Description A,296,PrincipleNeuralScience,1.0
"Neurons involved in locomotion are identified by their anatomical location, projection pattern, transmitter content, and molecular markers.",True,Neurons involved in locomotion are identified exclusively by their electrical activity and not by molecular markers.,False,Description A,296,PrincipleNeuralScience,1.0
Over-ground locomotion involves intricate interlimb coupling maintained by descending fibers from brain stem nuclei.,True,Over-ground locomotion is independent of descending fibers from brain stem nuclei.,False,Description A,296,PrincipleNeuralScience,1.0
Infants prefer listening to infant-directed speech over adult-directed speech.,True,Infants prefer listening to adult-directed speech over infant-directed speech.,False,Description A,297,PrincipleNeuralScience,1.0
"In bilingual children, early advances in the two languages differ depending on the language spoken in parentese.",True,"In bilingual children, early advances in both languages are identical regardless of the language spoken in parentese.",False,Description A,297,PrincipleNeuralScience,1.0
The ability to learn a new language generally declines every 2 years after the age of 7.,True,The ability to learn a new language improves every 2 years after the age of 7.,False,Description A,297,PrincipleNeuralScience,1.0
